hanja	readings	wonhoek	pilhoek	element	meaning	namefit	avoid
愔	음	13	12	火	조용할 음	1	0
愕	악	13	12	火	놀랄 악	3	1
愖	심	13	12	火		1	1
愚	우	13	13	火	어리석을 우	4	1
愛	애	13	13	火	사랑 애	4	0
愜	협	13	12	火	쾌할 협	1	1
愞	난	13	12	火		0	1
感	감	13	13	火	감동할 감	4	1
愢	새,시	13	12	火		0	1
愧	괴	14	12	火	부끄러워할 괴	4	1
愨	각	14	14	火		0	1
愫	소	14	13	火		1	1
愬	소	14	14	火	고할 소	0	1
愭	기	14	13	火	공손할 기	0	0
愰	황	14	13	火	밝을 황	3	0
愴	창	14	13	火	슬퍼할 창	3	1
愷	개	14	13	火	탐할 개	3	1
愻	손	14	14	火		0	1
愼	신,진	14	13	火	삼갈 신	3	0
愾	개	14	13	火	한숨 쉴 개	3	1
愿	원	14	14	火	정성 원	3	0
慂	용	14	14	火	권할 용	3	1
慄	률,율	14	13	火	두려워할 률	2	1
慆	도	14	13	火	기뻐할 도	0	1
慇	은	14	14	火	은근할 은	3	1
慈	자	14	13	火	사랑할 자	4	0
慊	겸	14	13	火	앙심먹을 겸	3	1
態	태	14	14	火	모양 태	4	1
慌	황	14	12	火	어렴풋할 황	4	1
慍	온	14	13	火	성낼 온	1	1
慏	명	14	13	火		0	1
慒	종	15	14	火	생각할 종	0	1
慓	표	15	14	火	급할 표	3	1
慔	모	15	13	火		0	1
慕	모	15	14	火	그리워할 모	4	1
慘	참	15	14	火	참혹할 참	4	1
慙	참	15	15	火	부끄러울 참	3	1
慚	참	15	14	火	부끄러울 참	2	1
慝	특	15	14	火	간악할 특	3	1
慟	통	15	14	火	서러울 통	3	1
慠	오	15	13	火	거만할 오	0	1
慡	상	15	14	火		0	1
慢	만	15	14	火	게으를 만	4	1
慣	관	15	14	火	버릇 관	4	1
慤	각	15	15	火	삼갈 각	3	0
慧	혜	15	15	火	슬기로울 혜	3	0
慨	개	13	12	火	분할 개	3	1
慪	우	15	14	火		0	1
慫	종	15	15	火	권할 종	4	1
慬	근	15	14	火		0	1
慮	려,여	15	15	火	생각할 려	3	1
慰	위	15	15	火	위로할 위	4	1
慱	단	15	14	火	근심할 단	0	1
慳	간	15	14	火	아낄 간	1	1
慴	습	15	14	火	두려울 접	0	1
慵	용	15	14	火	게으를 용	1	1
慶	경	15	15	火	경사 경	4	0
慷	강	15	14	火	강개할 강	4	1
慺	누,루	15	14	火	정성스러울 루	0	0
慼	척	15	15	火		1	1
慽	척	15	14	火	근심할 척	3	1
慾	욕	15	15	火	욕심낼 욕	3	1
憁	총	15	14	火	바쁠	3	1
憂	우	15	15	火	근심 우	4	1
憃	용	15	15	火	천치 용	0	1
憊	비	16	16	火	고달플 비	3	1
憍	교	16	15	火	교만할 교	0	1
憎	증	16	15	火	미워할 증	4	1
憐	련,연	16	15	火	불쌍히 여길 련	4	1
憑	빙	16	16	火	기대다 빙	4	1
憒	궤	16	15	火	심란할 궤	0	1
憓	혜	16	15	火		2	1
憔	초	16	15	火	수척할 초	3	1
憖	은	16	16	火	물을 은	0	1
憘	희	16	15	火	憙의 古字	3	1
憙	희	16	16	火	성할 희	3	0
憚	탄	16	15	火	수고로울 탄	3	1
憤	분	16	15	火	결낼 분	4	1
憧	동	16	15	火	동경할 동	3	1
憨	감	16	15	火	어리석을 감	1	1
憩	게	16	16	火	쉴 게	3	1
憪	한	16	15	火		0	1
憫	민	16	15	火	불쌍히 여길 민	3	1
憬	경	16	15	火	깨달을 경	3	1
憮	무	16	15	火	어루만질 무	3	1
憯	참	16	15	火	슬퍼할 참	0	1
憲	헌	16	16	火	법 헌	3	0
憶	억	17	16	火	생각 억	4	1
憸	섬	17	16	火	간사할 섬	0	1
憺	담	17	16	火	고요할 담	3	0
憻	탄	18	16	火	坦과 同字	0	1
憼	경	17	16	火	공경할 경	0	1
憽	송	17	15	火		0	1
憾	감	17	16	火	섭섭할 감	3	1
懁	환	17	16	火		0	1
懃	근	17	17	火	은근할 근	3	1
懆	조	17	16	火	근심할 조	0	1
懇	간	17	17	火	정성 간	4	0
懈	해	17	16	火	게으를 해	3	1
應	응	17	17	火	응당 응	4	1
懊	오	17	15	火	원망할 오	3	1
懋	무	17	17	火	힘쓸 무	3	0
懌	역	17	16	火	기꺼울 역	0	1
懍	름	17	16	火		1	1
懏	준	17	15	火		0	1
懕	염	18	18	火	편안할 염	0	0
懗	하	18	17	火	속일 하	0	1
懞	몽	18	16	火	어두울 몽	1	1
懟	대	18	18	火	원망할 대	1	1
懣	문	18	18	火	번거로울 문	1	1
懦	나	18	17	火	나약할 나	3	1
懩	양	19	17	火		0	1
懬	광	19	18	火		0	1
懰	류,유	19	18	火		0	1
懲	징	19	19	火	혼날 징	3	1
懶	나,라	20	19	火	게으를 나	4	1
懷	회	20	19	火	품을 회	4	1
懸	현	20	20	火	매달 현	4	1
懺	참	21	20	火	뉘우칠 참	3	1
懼	구	22	21	火	두려워할 구	4	1
懽	환	22	20	火	기뻐할 환	0	1
懾	섭	22	21	火	무서울 섭	1	1
懿	의	22	22	火	아름다울 의	3	0
戀	련,연	23	23	火	사모할 련	2	1
戇	당	28	28	火	어리석을 당	3	1
戈	과	4	4	金	창 과	3	1
戊	무	5	5	土	다섯째 천간 무	3	1
戌	술	6	6	土	개 술	3	1
戍	수	6	6	金	수자리 수	3	1
戎	융	6	6	金	병장기 융	3	1
成	성	6	6	金	이룰 성	4	0
我	아	7	7	金	자기 아	4	1
戒	계	7	7	金	경계할 계	4	1
戕	장	8	8	金	죽일 장	1	1
或	혹	8	8	金	혹 혹	4	1
戚	척	11	11	金	겨레 척	4	1
戟	극	12	12	金	갈래진 창 극	3	1
戡	감	13	13	金	찌를 감	3	1
戢	집	12	12	金	그칠 집	1	1
戧	창	14	14	金	다칠 창	0	1
戩	전	14	14	金		1	1
截	절	14	14	金	끊을 절	3	1
戭	연,인	15	15	金		0	1
戮	륙,육	15	15	金	죽일 륙	3	1
戰	전	16	16	金	싸움 전	3	1
戱	희	16	16	金	戲의 俗字	3	1
戲	희	17	17	金	탄식할 희	2	1
戳	착	18	18	金	창으로 찌를 착	1	1
戴	대	17	17	金	받들 대	4	1
戵	구	22	22	金	창 구	0	1
戶	호	4	4	木	지게 호	3	1
戹	액	5	5	木	좁을 액	0	1
戾	려,여	8	8	木	여그러질 려	3	1
房	방	8	8	木	방 방	4	0
所	소	8	8	木	바 소	4	1
扁	편	9	9	木	특별할 편	4	1
扃	경	9	9	木	빗장 경	1	1
扇	선	10	10	木	사립문 선	4	1
扈	호	11	11	木	뒤따를 호	3	1
扉	비	12	12	木	문짝 비	3	1
扊	염	12	12	木	문 빗장 염	0	1
手	수	4	4	木	손 수	4	1
才	재	4	3	木	재주 재	4	0
扎	찰	5	4	木	뺄 찰	2	1
扑	복	6	5	木	칠 복	1	1
扒	배	6	5	木	뺄 배	2	1
打	타	6	5	木	때릴 타	4	1
扗	재	7	6	木		0	1
托	탁	7	6	木	밀칠 탁	3	1
扛	강	7	6	木	마주 들 강	1	0
扜	우	7	6	木		0	1
扝	우	7	6	木		0	1
扞	한	7	6	木		1	1
扠	차	7	6	木		1	1
扣	구	7	6	木	두드릴 구	2	1
扨	인	7	6	木	그러하나 인	1	1
扮	분	8	7	木	꾸밀 분	4	1
扱	급	8	6	木	미칠 급	3	1
扳	반	8	7	木	끌 반	1	1
扶	부	8	7	木	도울 부	4	0
扷	오	8	7	木		0	1
批	비	8	7	木	칠 비	4	1
扺	지	8	7	木	손바닥 지	1	1
扼	액	8	7	木	움켜쥘 액	3	1
找	조	8	7	木	채울 조	2	0
承	승	8	8	木	받들 승	4	0
技	기	8	7	木	재주 기	4	0
抁	연	8	7	木		0	1
抃	변	8	7	木	손뼉칠 변	0	1
抄	초	8	7	木	베낄 초	4	1
抆	문	8	7	木	닦을 문	1	1
抉	결	8	7	木	긁을 결	3	1
把	파	8	7	木	잡을 파	4	1
抎	운	8	7	木		0	1
抏	완	8	7	木		0	1
抑	억	8	7	木	누를 억	3	1
抒	서	8	7	木	풀 서	3	1
抔	부	8	7	木	움킬 부	1	1
投	투	8	7	木	던질 투	4	1
抖	두	8	7	木	퍼주거릴 두	2	1
抗	항	8	7	木	막을 항	4	1
折	절	8	7	木	꺾을 절	4	1
抛	포	8	7	木	拋와 同字	3	1
抦	병	9	8	木		1	1
抨	평	9	8	木	탄핵할 평	1	1
披	피	9	8	木	헤칠 피	3	1
抬	대	9	8	木	칠 태	2	1
抮	진	9	8	木		2	1
抱	포	9	8	木	안을 포	4	1
抲	하	9	8	木		0	1
抴	설	9	8	木		0	1
抵	저	9	8	木	밀칠 저	4	1
抹	말	9	8	木	바랄 말	4	1
押	압	9	8	木	수결 둘 압	3	1
抽	추	9	8	木	뺄 추	4	1
抾	거,겁	9	8	木		0	1
抿	민	9	8	木		1	1
拂	불	9	8	木	떨 불	3	1
拄	주	9	8	木	떠받칠 주	1	1
担	단	9	8	木	원숭이 같은 짐승 단	1	1
拆	탁	9	8	木	터질 탁	2	1
拇	무	9	8	木	엄지손가락 무	4	1
拈	념,염	9	8	木	집을	3	1
拉	납,랍	9	8	木	꺽을 납	4	1
拊	부	9	8	木	어루만질 부	1	1
拋	포	9	8	木		2	1
拌	반	9	8	木	버릴 반	3	1
拍	박	9	8	木	칠 박	4	1
拏	나,라	9	9	木	붙잡을 나	3	1
拐	괴	9	8	木	속일 괴	3	1
拑	겸	9	8	木	자갈 먹일 겸	0	1
拒	거	9	7	木	막을 거	4	1
拓	척,탁	9	8	木	주울 척	3	1
拔	발	9	8	木	뺄 발	4	1
拕	타	9	8	木	끌 타	0	1
拖	타	9	8	木	拕와 同字	4	1
拗	요	9	8	木	고집스러울 요	3	1
拘	구	9	8	木	잡을 구	4	1
拙	졸	9	8	木	서툴 졸	3	1
招	초	9	8	木	부를 초	4	1
拜	배	9	9	木	절 배	4	1
拫	흔	10	9	木		0	1
括	괄	10	9	木	묶을 괄	4	1
拭	식	10	9	木	닦을 식	3	1
拮	길	10	9	木	일할 길	3	1
拯	증	10	9	木	건질 증	3	1
拱	공	10	9	木	두 손 맞잡을 공	3	1
拳	권	10	10	木	주먹 권	4	1
拵	존	10	9	木	꽂을 존	1	1
拷	고	10	9	木	가질 고	3	1
拹	협	10	9	木		0	1
拽	예	10	9	木	당길 예	1	1
拾	습,십	10	9	木	주울 습	4	1
拿	나	10	10	木	붙잡을 나	4	1
持	지	10	9	木	가질 지	4	1
挂	괘	10	9	木	그림족자 괘	1	0
指	지	10	9	木	손가락 지	4	1
挈	계,설	10	10	木		1	1
按	안	10	9	木	살필 안	4	1
挌	격	10	9	木	칠 격	0	1
挏	동	10	9	木		0	1
挐	나	10	10	木	붙잡을 나	0	1
挑	도	10	9	木	돋을 도	4	1
挒	렬,열	10	9	木		0	1
挓	차	10	9	木		0	1
挨	애	11	10	木	밀칠 애	1	1
挪	나	11	9	木	옮길 나	1	1
挫	좌	11	10	木	꺽을 좌	4	1
挭	경	11	10	木		0	1
振	진	11	10	木	떨칠 진	4	1
挰	정	11	10	木		0	1
挶	국	11	10	木		0	1
挹	읍	11	10	木	잡아당길 읍	1	1
挺	정	11	9	木	빼어날 정	4	0
挻	연	11	9	木	당길 연	3	1
挽	만	11	10	木	당길 만	4	1
挾	협	11	10	木	낄 협	3	1
捀	봉	11	10	木		0	1
捂	오	11	10	木	부닥칠 오	1	1
捃	군	11	10	木	주울 군	0	1
捄	구	11	10	木	흙파올릴 구	0	1
捅	통	11	10	木		1	1
捆	곤	11	10	木	두드릴 곤	1	1
捈	도	11	10	木		0	1
捉	착	11	10	木	잡을 착	4	1
捌	팔	11	10	木	깨뜨릴 팔	3	1
捍	한	11	10	木	막을 한	1	1
捎	소	11	10	木	덜 소	1	1
捏	날	11	10	木	이길 날	4	1
捐	연	11	10	木	버릴 연	4	1
捒	속,송,수	11	10	木		0	1
捓	야	11	9	木		0	1
捕	포	11	10	木	사로잡을 포	4	1
捖	완	11	10	木		0	1
捗	척	11	10	木		1	1
捘	준	11	10	木		0	1
捚	재	11	10	木		0	1
捧	봉	12	11	木	받들 봉	4	1
捨	사	12	11	木	버릴 사	4	1
捩	렬,열	12	11	木	비틀 렬	1	1
捫	문	12	11	木	어루만질 문	1	1
捬	부	12	11	木		0	1
据	거	12	11	木	가질 거	3	1
捱	애	12	11	木	막을 애	2	1
捲	권	12	11	木	거둘 권	4	1
捶	추	12	11	木	종아리 칠 추	1	1
捷	첩	12	11	木	이길 첩	4	1
捺	날	12	11	木	누를 날	3	1
捻	념,염	12	11	木	비틀 념	3	1
捿	서	12	11	木	깃들일 서	3	1
掀	흔	12	11	木	치켜들 흔	1	1
掃	소	12	11	木	쓸 소	4	1
掄	론,륜,윤	12	11	木	가릴 륜	1	1
掆	강	12	11	木		0	1
掇	철	12	11	木	주울 철	1	1
授	수	12	11	木	줄 수	3	1
掉	도	12	11	木	흔들 도	4	1
掊	부	12	11	木	그러모을 부	0	1
掌	장	12	12	木	손바닥 장	4	1
掎	기	12	11	木	끌 기	0	1
掏	도	12	11	木	가릴할 도	1	1
掑	기	12	11	木		0	1
排	배	12	11	木	밀칠 배	4	1
掔	견	12	12	木		0	1
掖	액	12	11	木	겨드랑이에 낄 액	3	1
掘	굴	12	11	木	팔 굴	4	1
掛	괘	12	11	木	걸 괘	4	1
掜	예	12	11	木	부칠 예	0	1
掟	정	12	11	木	둘러칠 정	1	1
掠	략,약	12	11	木	노략질할 략	3	1
採	채	12	11	木	캘 채	4	1
探	탐	12	11	木	더듬을 탐	4	1
接	접	12	11	木	사귈 접	4	1
控	공	12	11	木	당길 공	3	1
推	추	12	11	木	옮길 추	4	1
掩	엄	12	11	木	거둘 엄	4	1
措	조	12	11	木	둘 조	3	1
掬	국	12	11	木	두 손으로 움킬 국	1	1
掾	연	13	12	木	아전 연	1	1
揀	간	13	12	木	가릴 간	3	1
揁	정	13	12	木		0	1
揂	추	13	12	木		0	1
揃	전	13	12	木	가를 전	1	1
揄	유	13	12	木	당길 유	3	1
揆	규	13	12	木	헤아릴 규	3	1
揇	남	13	12	木		0	1
揉	유	13	12	木	풀 유	1	1
描	묘	13	11	木	그릴 묘	4	1
提	제	13	12	木	끌 제	4	1
插	삽	13	12	木		2	1
揖	읍	13	12	木	읍할 읍	3	1
揗	순	13	12	木		0	1
揚	양	13	12	木	드높일 양	4	1
換	환	13	12	木	바꿀 환	4	1
揟	서	13	12	木	나무이름 서	0	0
揠	알	13	12	木	뽑을 알	1	1
握	악	13	12	木	잡을 악	4	1
揣	췌	13	12	木	잴 취	1	1
揩	개	13	12	木	문지를 개	2	1
揪	추	13	12	木		1	1
揫	추	13	13	木	묶을 추	0	1
揭	게	13	12	木	높이 들 게	4	0
揮	휘	13	12	木	휘두를 휘	4	1
揲	설	13	12	木	셀 설	1	1
援	원	13	12	木	당길 원	4	1
揵	건	13	11	木	멜 건	0	1
揶	야	13	11	木	희롱할 야	3	1
揷	삽	13	12	木	꽂을 삽	3	1
搆	구	14	13	木	얽어맬 구	1	1
搉	각	14	13	木	칠 각	0	1
搌	전	14	13	木		0	1
損	손	14	13	木	덜 손	4	1
搒	방	14	13	木	배저을 방	0	1
搔	소	14	12	木	긁을 소	3	1
搖	요	14	13	木	흔들 요	4	1
搗	도	14	13	木	찧을 도	3	1
搘	지	14	13	木		0	1
搜	수	13	12	木	찾을 수	4	1
搠	삭	14	13	木		0	1
搢	진	14	13	木	꽂을 진	3	1
搤	액	14	13	木	움켜쥘 액	0	1
搥	추	14	12	木	북 칠 추	1	1
搨	탑	14	13	木	비문 박을 탑	1	1
搪	당	14	13	木	당동할 당	1	1
搫	반	14	14	木	덜 반	0	1
搬	반	14	13	木	옮길 반	4	1
搯	도	14	13	木	두드릴 도	0	1
搰	골	14	12	木	팔 골	0	1
搴	건	14	14	木		1	1
搶	창	14	13	木	닿을 창	2	1
搷	전	14	13	木		0	1
搸	진	14	13	木		0	1
搹	격	14	13	木		0	1
携	휴	14	13	木	끌 휴	3	1
搾	착	14	13	木	짤 착	3	1
摓	봉	15	13	木		0	1
摗	수	15	14	木		0	1
摘	적	15	14	木	딸 적	4	1
摛	리,이	15	13	木		0	1
摝	록	15	14	木		0	1
摞	나,라	15	14	木		1	1
摟	누,루	15	14	木		1	1
摠	총	15	14	木	거느릴 총	3	1
摡	개	15	12	木		0	1
摧	최	15	14	木	꺾을 최	1	1
摩	마	15	15	木	갈 마	4	1
摭	척	15	14	木	주울 척	1	1
摯	지	15	15	木	잡을 지	3	1
摰	체	15	15	木		1	1
摳	구	15	14	木	치마걷어들 구	1	1
摸	모	15	13	木	찾을 모	3	1
摹	모	15	14	木	베낄 모	3	1
摺	접	15	14	木	접을 접	4	1
摻	섬	15	14	木	섬섬할 섬	1	1
摽	표	15	14	木	칠 표	0	1
撅	궤	16	15	木		1	1
撈	노,로	16	15	木	잡을 로	3	1
撌	귀	16	15	木		0	1
撐	탱	16	15	木	버틸 탱	1	1
撑	탱	16	15	木	撐의 俗字	3	1
撒	살	16	15	木	뿌릴 살	4	1
撓	뇨,요	16	15	木	긁을	3	1
撕	서	16	15	木		1	1
撗	광	16	14	木		0	1
撙	준	16	15	木	누를 준	1	1
撚	년,연	16	15	木	비틀 년	2	1
撛	린,인	16	15	木		0	1
撝	휘	16	15	木	찣을 휘	0	1
撞	당	16	15	木	두드릴 당	4	1
撟	교	16	15	木	들 교	0	0
撤	철	16	15	木	거둘 철	3	1
撥	발	16	15	木	다스릴 발	3	0
撩	료,요	16	15	木	다스릴 료	1	0
撫	무	16	15	木	어루만질 무	3	1
播	파	16	15	木	심을 파	4	1
撮	촬	16	15	木	머리 끄덩이 잡을 촬	3	1
撰	찬	16	15	木	지을 찬	3	1
撲	박	16	15	木	업어질 박	4	1
撻	달	17	15	木	매질할 달	3	1
撼	감	17	16	木	흔들 감	1	1
撾	과	17	14	木	칠 과	1	1
撿	검	17	16	木	잡을 검	1	1
擁	옹	17	16	木	안을 옹	4	1
擄	노,로	17	16	木	사로잡을 노	3	1
擅	천	17	16	木	멋대로 천	3	1
擇	택	17	16	木	가릴 택	4	1
擉	착	17	16	木	찌를 착	0	1
擊	격	17	17	木	撃과 同字	4	1
操	조	17	16	木	잡을 조	4	1
擎	경	17	16	木	들 경	3	0
擏	경	17	15	木		0	1
擐	환	17	16	木	입을 환	0	1
擒	금	17	15	木	사로잡을 금	3	1
擔	담	17	16	木	질 담	4	1
擗	벽	17	16	木	가슴칠 벽	0	1
擘	벽	17	17	木	엄지손가락 벽	3	1
據	거	17	16	木	의지할 거	4	1
擠	제	18	17	木	물리칠 제	2	1
擡	대	18	17	木	들 대	3	0
擢	탁	18	17	木	뽑을 탁	3	1
擣	도	18	17	木	찧을 도	1	1
擥	남,람	19	18	木	攬과 同字	3	1
擦	찰	18	17	木	뿌릴 찰	4	1
擧	거	18	17	木	들 거	3	0
擬	의	18	17	木	의논할 의	3	1
擯	빈	18	17	木	물리칠 빈	0	1
擱	각	18	17	木	놓을 각	1	1
擲	척	19	17	木	던질 척	4	1
擴	확	19	17	木	넓힐 확	4	1
擺	파	19	18	木	열 파	4	0
擻	수	19	18	木		1	1
擾	요	19	18	木	길들일 요	3	1
攀	반	19	19	木	더위잡을 반	3	1
攂	뇌,뢰	19	18	木		0	1
攄	터	19	18	木	펼칠 터	3	0
攇	헌	20	19	木	비길 헌	0	1
攈	군	20	19	木		0	1
攊	력,역	20	19	木		0	1
攎	로	20	19	木		0	1
攏	농,롱	20	19	木	누를 롱	1	1
攓	건	21	20	木		0	1
攔	난,란	21	20	木	막을 란	2	1
攖	영	21	20	木		1	1
攘	양	21	20	木	물리칠 양	3	1
攙	참	21	20	木	찌를 참	1	1
攛	찬	22	21	木		0	1
攜	휴	22	21	木		2	1
攝	섭	22	21	木	몰아 잡을 섭	4	1
攡	리	23	21	木		0	1
攢	찬	23	22	木	모일 찬	1	1
攣	련,연	23	23	木	걸릴 련	3	1
攤	탄	23	22	木	열 탄	1	0
攪	교	24	23	木	어지러울 교	3	1
攫	확	24	23	木	붙잡을 확	3	1
攬	남,람	25	24	木	잡을 람	3	1
支	지	4	4	土	가를 지	4	1
攱	궤,기	9	9	土		0	1
攲	기	12	12	土	기울기 기	0	1
收	수	6	6	金	모을 수	4	1
攷	고	6	6	金	考의 古字	3	1
攸	유	7	7	金	곳 유	3	1
改	개	7	7	金	고칠 개	4	1
攻	공	7	7	金	칠 공	4	1
攽	반	8	8	金	나눌 반	0	1
放	방	8	8	金	놓을 방	4	1
政	정	9	9	金	정사 정	4	0
敃	민	9	9	金		2	1
故	고	9	9	金	옛 고	4	1
效	효	10	10	金	본받을 효	4	1
敉	미	10	10	金	어루만질 미	1	1
敍	서	11	11	金	차례 서	4	0
敎	교	11	11	金	가르침 교	3	1
敏	민	11	11	金	민첩할 민	4	0
敐	진	11	11	金		0	1
救	구	11	11	金	구원할 구	4	1
敒	진	11	11	金		0	1
敔	어	11	11	金	금할 어	1	1
敕	칙	11	11	金	경계할 칙	1	1
敖	오	10	10	金	희롱할 오	3	1
敗	패	11	11	金	헐어질 패	4	1
敘	서	11	11	金		1	1
教	교	11	11	金		2	1
敝	폐	11	11	金	옷 해질 폐	1	1
敞	창	12	12	金	높을 창	3	0
敡	이	12	12	金		0	1
敢	감	11	11	金	감히 감	4	1
散	산	12	12	金	흩을 산	4	1
敤	과	12	12	金		0	1
敦	돈	12	12	金	도타울 돈	3	0
敬	경	12	12	金	공경할 경	4	1
敭	양	13	13	金	오를 양	3	0
敱	애	14	14	金		0	1
敲	고	14	14	金	두드릴 고	4	1
整	정	16	16	金	가지런할 정	4	1
敵	적	15	15	金	대적할 적	4	1
敶	진	14	14	金		0	1
敷	부	15	15	金	펼 부	3	0
數	삭,수	15	15	金	자주 삭	4	1
敾	선	16	16	金	글잘쓸 선	3	0
斁	두	17	17	金	섞을 두	0	1
斂	렴,염	17	17	金	거둘 렴	3	1
斃	폐	17	17	金	죽을 폐	4	1
斄	태	19	19	金		0	1
斅	효	20	20	金	가르칠 효	3	0
文	문	4	4	木	무늬 문	4	0
斌	빈	12	12	木	빛날 빈	3	0
斐	비	12	12	木	오락가락할 비	3	1
斑	반	12	12	木	얼룩 반	4	1
斕	란	21	21	木		1	1
斗	두	4	4	火	말 두	3	1
料	료,요	10	10	火	되질할 료	4	1
斛	곡	11	11	火	휘 곡	3	1
斜	사	11	11	火	비낄 사	4	1
斝	가	12	12	火	옥잔 가	0	1
斟	짐	13	13	火	술 따를 짐	4	1
斡	알	14	14	火	돌릴 알	3	1
斤	근	4	4	金	근 근	4	1
斥	척	5	5	金	물리칠 척	3	1
斦	은	8	8	金		0	1
斧	부	8	8	金	도끼 부	3	1
斫	작	9	9	金	벨 작	3	1
斬	참	11	11	金	벨 참	4	1
斯	사	12	12	金	이 사	3	1
新	신	13	13	金	새 신	4	0
斱	작	12	12	金	쪼갤 작	0	1
斲	착	14	14	金	깎을 착	1	1
斴	린,인	16	16	金		0	1
斷	단	18	18	金	끊을 단	4	1
方	방	4	4	土	모 방	4	0
於	어	8	8	土	방향의 어조사 어	4	1
施	시	9	9	土	베풀 시	3	0
旁	방	10	10	土	두루 방	4	1
旂	기	10	10	土	기 기	1	1
旃	전	10	10	土	기 전	0	1
旄	모	10	10	土	깃대 장식 모	0	1
旅	려,여	10	10	土	군사 려	4	1
旆	패	10	10	土	기 패	0	1
旊	방	10	10	土	옹기장 방	0	1
旋	선	11	11	土	돌 선	4	0
旌	정	11	11	土	장목기 정	3	1
族	족	11	11	土	겨레 족	3	1
旒	류,유	13	13	土	깃발 류	3	1
旗	기	14	14	土	기 기	4	1
无	무	4	4		없을 무	3	1
旣	기	11	11		이미 기	3	1
日	일	4	4	火	날 일	4	1
旦	단	5	5	火	밝을 단	3	0
旨	지	6	6	火	맛있을 지	3	0
早	조	6	6	火	새벽 조	4	0
旬	순	6	6	火	열흘 순	3	1
旭	욱	6	6	火	빛날 욱	3	0
旱	한	7	7	火	가물 한	3	1
旲	대,영	7	7	火	햇빛 대	2	1
旴	우	7	7	火	해 돋을 우	3	0
旵	참	7	7	火		0	1
旹	시	8	8	火		0	1
旺	왕	8	8	火	고울 왕	4	0
旻	민	8	8	火	하늘 민	3	0
旼	민	8	8	火	온화할 민	3	0
旽	돈	8	8	火	늘 돋을 돈	3	1
旿	오	8	8	火	밝을 오	3	0
昀	윤	8	8	火		1	1
昂	앙	8	8	火	밝을	1	0
昃	측	8	8	火		1	1
昄	판	8	8	火		0	1
昆	곤	8	8	火	형 곤	3	1
昇	승	8	8	火	해 돋을 승	3	0
昈	호	8	8	火		0	1
昉	방	8	8	火	마침 방	3	1
昊	호	8	8	火	하늘 호	3	0
昋	계	8	8	火		0	1
昌	창	8	8	火	창성할 창	3	0
昍	헌,훤	8	8	火		0	1
明	명	8	8	火	밝을 명	4	0
昏	혼	8	8	火	어두울 혼	4	1
昐	분	8	8	火	햇빛	3	1
昑	금	8	8	火	밝을 금	3	0
易	역,이	8	8	火	바꿀 역	4	1
昔	석	8	8	火	옛 석	3	0
昕	흔	8	8	火	아침 흔	3	0
昛	거	8	8	火	밝을 거	0	0
昜	양	9	9	火		1	1
昞	병	9	9	火	밝을 병	3	0
星	성	9	9	火	별 성	4	0
映	영	9	9	火	비칠 영	4	0
昡	현	9	9	火	햇빛 현	2	1
昣	진	9	9	火		0	1
昤	령,영	9	9	火	날 빛 영롱할 령	2	0
春	춘	9	9	火	봄 춘	4	0
昧	매	9	9	火	새벽 매	3	0
昨	작	9	9	火	어제 작	4	1
昫	구	9	9	火	해돋아 따뜻할 구	1	1
昭	조,소	9	9	火	소명할 소	3	0
是	시	9	9	火	이 시	4	1
昰	하	9	9	火	是와 同字	3	1
昱	욱	9	9	火	햇빛 밝을 욱	3	0
昴	묘	9	9	火	별자리 이름 묘	3	1
昵	닐,일	9	9	火	가깝게 할 닐	1	1
昶	창	9	9	火	밝을 창	3	0
昷	온	9	9	火	어질 온	0	0
昺	병	9	9	火	昞과 同字	3	1
昻	앙	9	9	火	오를 앙	3	0
晀	조	10	10	火		0	1
晁	조	10	10	火	朝의 古字	3	1
時	시	10	10	火	때 시	4	0
晃	황	10	10	火	밝을 황	3	0
晄	황	10	10	火	晃과 同字	3	1
晈	교	10	10	火	달 밝을 교	0	0
晉	진	10	10	火	進과 同字	3	1
晊	질	10	10	火		0	1
晋	진	10	10	火	晉의 俗字	3	1
晌	상	10	10	火	정오 상	1	1
晎	홍	10	10	火	날 밝으려 할 홍	0	1
晏	안	10	10	火	늦을 안	3	1
晐	해	10	10	火		0	1
晑	향	10	10	火		0	1
晘	한	11	11	火		0	1
晙	준	11	11	火	밝을 준	3	0
晚	만	11	11	火		3	1
晛	현	11	11	火	햇발 현	3	1
晝	주	11	11	火	낮 주	3	1
晞	희	11	11	火	마를 희	3	1
晟	성	10	10	火	밝을 성	3	0
晠	성	10	10	火		0	1
晡	포	11	11	火	신시 포	0	1
晢	절,제	11	11	火	밝을 절	2	0
晤	오	11	11	火	밝을 오	3	0
晥	환	11	11	火	환할 환	3	0
晦	회	11	11	火	그믐 회	3	1
晧	호	11	11	火	밝을 호	3	0
晨	신	11	11	火	샛별 신	4	1
晫	탁	12	12	火	환할 탁	3	0
晬	수	12	12	火	돐 쉬	0	1
晭	주	12	12	火		0	1
普	보	12	12	火	널리 보	4	1
景	경	12	12	火	별 경	4	0
晰	석	12	12	火	밝을 석	1	0
晳	석	12	12	火	밝을 석	3	0
晴	청	12	12	火	갤 청	4	1
晶	정	12	12	火	수정 정	3	1
晷	귀	12	12	火	시각 귀	3	1
晸	정	13	13	火	해돋는모양	3	1
晹	역	12	12	火		2	1
智	지	12	12	火	슬기 지	4	0
晻	암	12	12	火	어두울 암	0	1
晽	림,임	12	12	火		0	1
